Education,Tried admission in Lingaya’s University.
Food & Drink,Had chicken & naan for lunch.
Food & Drink,Had Aloo Paratha & tea from chakhor.
Food & Drink,Had tea & bread toast for snacks.
Food & Drink,Bought swiss rolls for snacks.
Grocery,Bought chicken, onions & bananas.
Food & Drink,Bought paani puri for snacks.
Food & Drink,Had tea for snacks.
Grocery,Bought potatoes & tomatoes.
Food & Drink,Had tea for snacks.
Food & Drink,Had chat for snacks.
Food & Drink,Bought naan for lunch.
Grocery,Bought banana, nashpati & milk.
Food & Drink,Had tea for snacks.
Food & Drink,Had tea & aalo paratha from cha khor.
Food & Drink,Had apple juice.
Grocery,Bought bananas.
Food & Drink,Had panipuri for snacks with Saheli.
Food & Drink,Bought milk.
Gift & Donation,Had a hair & beard cut.
Food & Drink,Had aalo paratha from Cha khor.
Grocery,Bought potatoes, tomatoes, onions, lemons & mushrooms.
Food & Drink,Had tea for snacks.
Grocery,Bought capsicum & ketchup.
Transport,Went from Swapna Neer to office via toto.
Food & Drink,Had tea for snacks.
Transport,Went from Swapna Neer to office via toto.
Transport,Went from Swapna Neer to office via toto.
Transport,Went from Bounce to Swapna neer.
Transport,Went from Swapna neer to Bounce.
Gift & Donation,Bought cake, candles & flowers for Saheli.
Food & Drink,Bought biriyani & sting.
Food & Drink,Haad aalo paratha from Cha khor.
Shopping,Bought vim gel.
Gift & Donation,Bought pen & sweets for Saheli.
Shopping,Bought mat for balcony.
Food & Drink,Bought aalo paneer for dinner from dadabhai hotel.
Food & Drink,Had bhel puri for snacks.
Transport,Went from Swapna Neer to Office.
Grocery,Bought milk, baking soda, sugar & coffee.
Shopping,Bought shampoo conditioner.
Food & Drink,Had tea for snacks.
Transport,From Swapna Neer to Office.
Food & Drink,Had chicken chowmin and burger for snacks.
Grocery,Bought potatoes & pineapple.
Shopping,Bought rice strainer & cheese greater.
Grocery,Bought onions, ginger & carrots.
Food & Drink,Had cocacola for Snacks.
Food & Drink,Had tea for snacks.
Shopping,Bought masala box.
Recurring,Paid electricity bill for 102 units.
Grocery,Bought tomato, bitroot, mashroom, apple & nashpati.
Transport,Went from Swapna Neer to office via toto.
Transport,Went from international market to Swapna Neer via toto.
Grocery,Bought rice, rolled rice & dry fruits.
Recurring,Paid rent to Swapna Neer.
Gift & Donation,Threw sweets party at office.
Recurring,Paid professional tax.
Food & Drink,Had birthday lunch with Saheli.
Transport,Went from Market to Aminia via Toto.
Grocery,Bought bread, jaam & soup.
Recurring,Paid AirTag EMI on HDFC debit card.
Individual,Returned to Saheli in cash.
Grocery,Bought 590g chicken from market.
Grocery,Bought tomato, onion, garlic & mashroom.
Grocery,Bought 1 kg Patanjali basmati rice.
Food & Drink,Had chicken naan for lunch with Saheli.
Food & Drink,Had chilli chicken for snacks with Saheli.
Recurring,Paid to Jio Fiber for 3 months.
Grocery,Bought eggs, raisins & cashew.
Individual,Paid Saheli’s hotel bill as return.
Gift & Donation,Bought flowers for Saheli.
Food & Drink,Had tea for snacks with Rahul.
Food & Drink,Had chicken naan for lunch.
Recurring,Paid to Apple One family.
